Summary Length, n-gram, lambda, score
80,1,0.3,0.349837682105592,0.10692547544449434,0.16764750119473812
80,2,0.3,0.36593242278448174,0.13243986075363842,0.18300221339403155
80,3,0.3,0.3636920507288414,0.1325060441193811,0.18335229964819336
90,1,0.3,0.34972780319340263,0.10885022425803065,0.16092788707318975
90,2,0.3,0.36527675577005886,0.1327551402913358,0.17515997376643064
90,3,0.3,0.36329946597326457,0.1329738706689029,0.17600974465206046
100,1,0.3,0.3491000468871047,0.11042940194986592,0.15429817732405354
100,2,0.3,0.36374355549342785,0.13275911652907396,0.1673816827887206
100,3,0.3,0.3619129510317895,0.13306083941002717,0.16809526372032624
80,1,0.4,0.34995306044064706,0.10691969038390646,0.16754316159604274
80,2,0.4,0.3666223148777693,0.13299794878159818,0.1834623440631156
80,3,0.4,0.3644532522405499,0.1333355651931451,0.18351692827299632
90,1,0.4,0.3507343613106295,0.10919563478914379,0.16085763254264218
90,2,0.4,0.366147832314786,0.1336036948311837,0.17561672588443808
90,3,0.4,0.3642670562846804,0.13416509766940807,0.17617630925754163
100,1,0.4,0.34974000548841583,0.11080780329276614,0.15461849213847412
100,2,0.4,0.36451967272943053,0.1334017433633325,0.16775709198626226
100,3,0.4,0.3629890910647851,0.13416167490983966,0.16843738836448122
80,1,0.5,0.350323343929718,0.10645811504817676,0.1668559694242634
80,2,0.5,0.36778053657381504,0.13402901484420146,0.18395322431162073
80,3,0.5,0.3647953618415948,0.13403345589148302,0.18436062229511382
90,1,0.5,0.35088751599315665,0.10923660976836023,0.16115301263204945
90,2,0.5,0.36659139454643114,0.13386794889217898,0.17607364822786273
90,3,0.5,0.36351772584451886,0.1334242489529596,0.17556243218726186
100,1,0.5,0.35062824933351394,0.11149279469861473,0.15462769283662778
100,2,0.5,0.364944341028866,0.13372535378707553,0.1679579768069974
100,3,0.5,0.36278761163966966,0.13403668750979067,0.16801197835062762
80,1,0.6,0.350461804275398,0.10681879477323113,0.16707162909695195
80,2,0.6,0.367946890380436,0.13450300925519104,0.18406422141389694
80,3,0.6,0.3655990312409108,0.13460439339584104,0.18452627504423924
90,1,0.6,0.35088149350786924,0.10878451377340663,0.16065969025264265
90,2,0.6,0.3671242970153033,0.1344467566550148,0.175658409004295
90,3,0.6,0.3645895566820016,0.1345777168927314,0.17616681807863346
100,1,0.6,0.35002271417800035,0.11043500481697323,0.15399520084979154
100,2,0.6,0.36512174023569227,0.13432387644408905,0.16799709004097652
100,3,0.6,0.36270119314796184,0.13429870308366246,0.16837938626597854
80,1,0.7,0.35131602743044105,0.10691656079151193,0.16699282238128957
80,2,0.7,0.3684335967765834,0.13453478504188776,0.1839810146984555
80,3,0.7,0.3651145814479136,0.13405376930285254,0.18388127257775388
90,1,0.7,0.3515831128888373,0.10935064287329285,0.16096934056268064
90,2,0.7,0.3675433949459391,0.13490367187653915,0.1761736122381709
90,3,0.7,0.36462443808477574,0.13451066872156403,0.17617878424649494
100,1,0.7,0.35000842525064907,0.11057127423507071,0.15431394454170186
100,2,0.7,0.36521481263901834,0.13417061918358822,0.16803013817697315
100,3,0.7,0.3629109627085648,0.13425931218046333,0.1683948998895458
80,1,0.8,0.35127162176890264,0.10674140690522062,0.16689792703685852
80,2,0.8,0.36818872229990346,0.13454284999675156,0.1841054022184785
80,3,0.8,0.3652268712736311,0.13437801935278296,0.1841986083058033
90,1,0.8,0.35096367554732405,0.1085689676862283,0.16018071096064251
90,2,0.8,0.3673145543550659,0.13473962718585503,0.17600822175575792
90,3,0.8,0.36464065393128026,0.13471331807859643,0.1760098179176143
100,1,0.8,0.35061380613280235,0.1104000826304916,0.15402296749210032
100,2,0.8,0.3655088632086391,0.13448349839510473,0.16818962319154723
100,3,0.8,0.3634565497884134,0.13479212028735163,0.16866292871866856
80,1,0.9,0.35133968909483076,0.10648517713432115,0.16704279797477056
80,2,0.9,0.3689612865233205,0.135324660932952,0.1847616695736877
80,3,0.9,0.3657585010437076,0.13475358049722655,0.18421793947492976
90,1,0.9,0.35149249646105457,0.10891575051570788,0.16035189767698463
90,2,0.9,0.3677552397978679,0.13524076677341612,0.17641858966082025
90,3,0.9,0.3648459370954732,0.1349881090146306,0.1762782726884192
100,1,0.9,0.350297062739811,0.1101148429041508,0.15357726672912667
100,2,0.9,0.3656294896073686,0.13463024765856668,0.16837318284032612
100,3,0.9,0.36305768360461604,0.1346860693842987,0.168395315519347
80,1,1.0,0.3517217930337111,0.10674346320762274,0.1669993273154106
80,2,1.0,0.36922769861502885,0.13541519051794496,0.18480983844591084
80,3,1.0,0.36598921934332623,0.13501442303872693,0.18447748172289122
90,1,1.0,0.35201097798801834,0.10910720229236767,0.16061067204721094
90,2,1.0,0.3679175108864905,0.13533176868048763,0.17649029105031555
90,3,1.0,0.36497085747207636,0.1350312947480822,0.17638705023056847
100,1,1.0,0.3511048416631932,0.11080219237229592,0.15397450531566104
100,2,1.0,0.36589614486008454,0.1348697349778155,0.16840536034433068
100,3,1.0,0.3633512195333256,0.13482108680850483,0.16842880599689922
