80,1,0.3517217930337111,0.10674346320762274,0.1669993273154106
80,2,0.36922769861502885,0.13541519051794496,0.18480983844591084
80,3,0.36598921934332623,0.13501442303872693,0.18447748172289122
90,1,0.35201097798801834,0.10910720229236767,0.16061067204721094
90,2,0.3679175108864905,0.13533176868048763,0.17649029105031555
90,3,0.36497085747207636,0.1350312947480822,0.17638705023056847
100,1,0.3511048416631932,0.11080219237229592,0.15397450531566104
100,2,0.36589614486008454,0.1348697349778155,0.16840536034433068
100,3,0.3633512195333256,0.13482108680850483,0.16842880599689922
110,1,0.3490475836073291,0.11173984795873641,0.14772225737982103
110,2,0.3629690650254447,0.13400253065722345,0.16057454434036889
110,3,0.3608892928302562,0.13407387730473963,0.16074681545817215
